time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-11T15:02:16.914Z,-32.8292,-178.5449,10,4.8,mb,,136,3.611,1.02,us,us70007n3m,2020-02-18T19:35:36.040Z,"158km SSE of L'Esperance Rock, New Zealand",earthquake,11.4,1.9,0.161,17,reviewed,us,us
2020-02-11T13:50:02.742Z,-24.7854,-70.8768,37.69,5.3,mww,,108,0.458,0.38,us,us70007n2x,2020-02-18T19:04:41.546Z,"78km NNW of Taltal, Chile",earthquake,4.8,3.8,0.066,22,reviewed,us,us
2020-02-11T13:07:28.630Z,-52.3449,17.0687,10,5,mb,,45,20.138,0.66,us,us70007n2t,2020-02-18T18:59:41.040Z,Southwest of Africa,earthquake,12.1,1.8,0.087,42,reviewed,us,us
2020-02-11T13:02:02.832Z,-56.3787,146.8801,10,4.6,mb,,183,16.002,0.55,us,us70007sfj,2020-02-18T18:16:50.040Z,West of Macquarie Island,earthquake,18.9,2,0.151,14,reviewed,us,us
2020-02-11T11:07:02.116Z,-25.1508,179.923,477.82,5.4,mww,,54,4.504,0.96,us,us70007n26,2020-02-12T11:09:01.528Z,South of the Fiji Islands,earthquake,11.1,6.3,0.08,15,reviewed,us,us
2020-02-11T10:37:02.257Z,15.7807,147.8883,10,5.3,mb,,85,2.093,0.58,us,us70007n1x,2020-02-27T10:47:16.123Z,"237km ENE of Saipan, Northern Mariana Islands",earthquake,7,1.9,0.029,399,reviewed,us,us
2020-02-11T10:21:48.223Z,-22.4623,-174.3156,55.94,5.2,mb,,114,5.311,1.2,us,us70007n1t,2020-02-11T10:41:40.040Z,"141km SSE of `Ohonua, Tonga",earthquake,9,7.5,0.075,59,reviewed,us,us
2020-02-11T07:39:57.778Z,-60.4376,-25.682,37.45,4.9,mb,,116,8.487,0.6,us,us70007n0w,2020-02-11T08:07:20.040Z,"163km SSE of Bristol Island, South Sandwich Islands",earthquake,14,6.3,0.079,51,reviewed,us,us
2020-02-10T22:46:50.831Z,35.1684,27.9103,10,4.9,mww,,26,0.719,1.17,us,us70007mw0,2020-02-20T04:23:01.299Z,"73km ESE of Karpathos, Greece",earthquake,4.6,1.3,0.061,26,reviewed,us,us
2020-02-10T20:37:52.187Z,-60.137,-26.2228,10,4.5,mb,,96,8.085,0.73,us,us70007rxm,2020-02-21T01:06:48.040Z,"124km S of Bristol Island, South Sandwich Islands",earthquake,14.1,1.9,0.121,20,reviewed,us,us
2020-02-10T20:01:42.903Z,-60.229,-25.9113,10,4.5,mb,,121,8.262,0.63,us,us70007rxl,2020-02-19T23:47:06.040Z,"137km SSE of Bristol Island, South Sandwich Islands",earthquake,18.1,1.9,0.139,15,reviewed,us,us
2020-02-10T19:52:01.465Z,-59.8258,-25.8756,10,5.1,mb,,80,8.014,0.86,us,us70007mr1,2020-02-19T16:39:22.040Z,"95km SSE of Bristol Island, South Sandwich Islands",earthquake,10.8,1.9,0.067,72,reviewed,us,us
2020-02-10T18:20:09.252Z,13.1329,93.2938,39.6,4.9,mb,,58,1.563,1.08,us,us70007mpw,2020-02-19T16:31:59.040Z,"170km NNE of Bamboo Flat, India",earthquake,7.2,5.2,0.062,83,reviewed,us,us
2020-02-10T17:30:36.567Z,-20.3533,-177.673,536.64,4.5,mb,,117,4.803,0.46,us,us70007rxj,2020-02-19T23:23:42.040Z,"112km ENE of Ndoi Island, Fiji",earthquake,14.6,7.2,0.11,24,reviewed,us,us
2020-02-10T16:54:27.452Z,6.0519,126.2387,145.79,4.5,mb,,75,1.204,0.88,us,us70007rxi,2020-02-17T19:47:15.040Z,"34km S of Pondaguitan, Philippines",earthquake,9.1,5.7,0.099,30,reviewed,us,us
2020-02-10T16:49:06.292Z,-17.2862,-177.5302,10,4.6,mb,,77,7.443,0.35,us,us70007rxh,2020-02-17T19:34:34.040Z,Fiji region,earthquake,7.5,1.9,0.193,13,reviewed,us,us
2020-02-10T14:52:17.341Z,33.3608,141.3023,51.5,4.6,mb,,101,1.271,0.7,us,us70007mjv,2020-02-17T18:03:05.040Z,"143km ENE of Hachijo-jima, Japan",earthquake,6.8,6.2,0.092,35,reviewed,us,us
2020-02-10T14:14:15.740Z,-24.9097,179.3596,517.91,4.6,mb,,90,4.948,0.66,us,us70007rxd,2020-02-17T17:59:03.040Z,South of the Fiji Islands,earthquake,13.8,9.4,0.116,24,reviewed,us,us
2020-02-10T10:11:08.822Z,36.4534,144.029,37.09,4.8,mb,,139,4.659,0.77,us,us70007mhd,2020-02-12T10:57:57.441Z,"288km ESE of Iwaki, Japan",earthquake,9.5,6.4,0.044,162,reviewed,us,us
2020-02-10T05:22:57.773Z,-6.8118,105.2961,64.93,4.9,mb,,174,2.423,0.65,us,us70007met,2020-02-10T18:08:09.780Z,"36km W of Tugu Hilir, Indonesia",earthquake,10.7,8.5,0.078,51,reviewed,us,us
2020-02-10T01:02:38.527Z,14.4112,146.8744,10,4.6,mb,,76,1.334,0.89,us,us70007mcr,2020-02-20T03:19:34.040Z,"148km ESE of JP Tinian Town pre-WW2, Northern Mariana Islands",earthquake,9.3,1.9,0.075,54,reviewed,us,us
2020-02-10T00:17:28.746Z,-21.6286,-178.7414,546.14,4.6,mb,,123,4.903,0.72,us,us70007mbc,2020-02-10T00:55:10.040Z,"108km S of Ndoi Island, Fiji",earthquake,15.3,8.7,0.103,28,reviewed,us,us
2020-02-09T20:33:28.898Z,-2.1553,-79.4258,118.3,4.6,mb,,143,2.569,0.88,us,us70007m82,2020-02-10T22:06:06.220Z,"5km NNW of Coronel Marcelino Mariduena, Ecuador",earthquake,11.5,6,0.096,32,reviewed,us,us
2020-02-09T19:10:46.865Z,20.5591,93.8602,50.35,4.6,mb,,67,2.086,1.09,us,us70007m6d,2020-02-09T21:00:38.040Z,"105km WSW of Chauk, Burma",earthquake,8.7,6.7,0.122,20,reviewed,us,us
2020-02-09T16:10:15.911Z,4.9199,126.8193,88.11,4.6,mb,,77,2.466,0.73,us,us70007m3w,2020-02-16T21:11:05.040Z,"159km ESE of Sarangani, Philippines",earthquake,8.2,7.6,0.089,37,reviewed,us,us
2020-02-09T15:09:45.886Z,22.3948,143.5154,85.12,4.5,mb,,61,4.834,1.02,us,us70007q7u,2020-02-16T21:05:50.040Z,"250km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,10.9,6.9,0.076,51,reviewed,us,us
2020-02-09T14:00:05.294Z,-30.2632,-178.2309,5.51,4.5,mb,,142,1.048,0.24,us,us70007q7x,2020-02-16T20:15:02.040Z,"114km SSW of Raoul Island, New Zealand",earthquake,11.7,2.5,0.221,10,reviewed,us,us
2020-02-09T13:32:52.952Z,81.1785,-3.9436,10,5,mb,,31,3.56,0.56,us,us70007m2a,2020-02-16T19:57:15.040Z,"237km E of Nord, Greenland",earthquake,8.4,1.8,0.031,327,reviewed,us,us
2020-02-09T13:20:15.702Z,-20.4325,-178.2955,566.85,4.5,mb,,98,4.366,0.51,us,us70007q7s,2020-02-16T19:52:13.040Z,"48km ENE of Ndoi Island, Fiji",earthquake,13,3.4,0.078,49,reviewed,us,us
2020-02-09T10:27:35.039Z,-16.5081,-179.8535,510.4,4.5,mb,,66,2.349,0.71,us,us70007m0p,2020-02-26T14:15:43.040Z,"82km E of Lambasa, Fiji",earthquake,11.8,2.8,0.065,70,reviewed,us,us
2020-02-09T09:42:24.634Z,-4.584,149.5164,551.51,5.5,mww,,29,2.668,0.82,us,us70007m02,2020-02-26T14:24:41.830Z,"127km NNW of Kimbe, Papua New Guinea",earthquake,10.2,7.4,0.117,7,reviewed,us,us
2020-02-09T08:29:05.160Z,13.1747,-89.1005,68.54,5,mww,,120,1.242,0.94,us,us70007lz9,2020-02-11T02:44:00.777Z,"36km SSW of El Rosario, El Salvador",earthquake,6.6,7.2,0.078,16,reviewed,us,us
2020-02-09T07:05:40.867Z,-52.8326,27.5379,10,5.1,mb,,61,16.962,0.55,us,us70007lyh,2020-02-09T07:25:13.040Z,South of Africa,earthquake,10.1,1.9,0.078,53,reviewed,us,us
2020-02-09T06:04:29.955Z,-5.4509,152.0983,31.29,6.2,mww,,25,1.253,0.95,us,us70007lwy,2020-02-10T16:26:13.040Z,"122km S of Kokopo, Papua New Guinea",earthquake,4.7,4.1,0.055,32,reviewed,us,us
2020-02-09T01:24:57.138Z,-6.5665,130.3807,109.43,4.5,mb,,94,1.676,0.94,us,us70007lts,2020-02-09T01:57:49.040Z,"184km NW of Saumlaki, Indonesia",earthquake,7.3,9.7,0.113,23,reviewed,us,us
2020-02-08T21:58:38.568Z,34.0063,138.1414,14.11,4.6,mb,,71,0.67,0.54,us,us70007lrw,2020-02-22T05:43:20.040Z,"66km S of Oyama, Japan",earthquake,2.4,4.4,0.12,21,reviewed,us,us
2020-02-08T21:05:22.568Z,-17.1373,-176.8732,10,4.8,mb,,134,4.881,0.76,us,us70007q6f,2020-02-22T05:04:15.040Z,Fiji region,earthquake,14.4,1.9,0.125,20,reviewed,us,us
2020-02-08T20:50:57.172Z,-31.963,-178.7169,41.97,5.3,mb,,47,2.793,1.06,us,us70007lq8,2020-02-26T03:04:43.040Z,"61km SSE of L'Esperance Rock, New Zealand",earthquake,9.6,5.2,0.078,54,reviewed,us,us
2020-02-08T18:16:10.261Z,40.4246,77.68,10.2,4.6,mb,,71,1.306,1.34,us,us70007lly,2020-02-11T15:29:38.040Z,"156km ENE of Arzak, China",earthquake,3.8,4.7,0.129,18,reviewed,us,us
2020-02-08T16:16:56.306Z,-59.8231,-25.6007,10,4.8,mb,,87,14.971,1.06,us,us70007ljt,2020-02-08T16:30:54.040Z,"102km SSE of Bristol Island, South Sandwich Islands",earthquake,15.9,1.9,0.094,35,reviewed,us,us
2020-02-08T16:06:04.471Z,-60.108,-24.7835,10,4.8,mb,,112,14.525,0.87,us,us70007ljr,2020-02-08T16:25:42.040Z,"154km SE of Bristol Island, South Sandwich Islands",earthquake,17.6,2,0.103,29,reviewed,us,us
2020-02-08T15:34:56.231Z,43.2892,-126.8347,10,4.7,mb,,182,2.081,1,us,us70007lj1,2020-02-09T02:17:58.757Z,"198km W of Bandon, Oregon",earthquake,5.9,1.8,0.056,97,reviewed,us,us
2020-02-08T14:32:57.619Z,-60.0165,-25.4811,16.12,6.1,mww,,197,25.996,1.18,us,us70007lik,2020-02-10T16:56:47.040Z,"124km SSE of Bristol Island, South Sandwich Islands",earthquake,20.2,6.5,0.057,30,reviewed,us,us
2020-02-08T12:48:43.807Z,-6.0181,147.4536,56.93,5.3,mb,,46,3.377,0.62,us,us70007li3,2020-02-12T21:24:06.040Z,"79km NW of Finschhafen, Papua New Guinea",earthquake,7.7,7.1,0.083,49,reviewed,us,us
2020-02-08T12:47:02.005Z,26.3405,90.8291,10,5,mb,,100,1.203,0.9,us,us70007li1,2020-02-09T12:36:59.566Z,"16km E of Abhayapuri, India",earthquake,11.4,1.8,0.06,88,reviewed,us,us
2020-02-08T06:56:42.246Z,-2.9981,129.9482,10,4.5,mb,,100,2.299,0.57,us,us70007q5w,2020-02-26T13:39:11.040Z,"120km ENE of Amahai, Indonesia",earthquake,6.1,1.8,0.15,13,reviewed,us,us
2020-02-08T06:51:40.401Z,-3.0044,129.9147,10,4.9,mb,,59,2.332,0.66,us,us70007lf7,2020-02-26T13:33:23.040Z,"116km ENE of Amahai, Indonesia",earthquake,7.1,1.7,0.099,32,reviewed,us,us
2020-02-08T06:36:44.095Z,-2.8766,129.9354,10,5.6,mww,,61,2.311,0.69,us,us70007lf3,2020-02-26T13:32:19.808Z,"123km ENE of Amahai, Indonesia",earthquake,6.1,1.2,0.062,25,reviewed,us,us
2020-02-08T06:32:42.951Z,-23.2915,-66.8039,208.13,4.5,mb,,61,1.31,1.07,us,us70007lf4,2020-02-26T13:25:00.040Z,"113km NNW of San Antonio de los Cobres, Argentina",earthquake,10.7,10.4,0.171,10,reviewed,us,us
2020-02-08T06:17:57.857Z,-20.8299,-68.7032,106.06,5.2,mww,,39,0.763,0.8,us,us70007leh,2020-02-26T13:22:36.891Z,"164km ESE of Iquique, Chile",earthquake,4.4,3.8,0.069,20,reviewed,us,us
2020-02-08T02:53:23.006Z,-26.017,-177.4745,193.76,4.6,mb,,126,3.24,0.81,us,us70007q5c,2020-02-15T00:54:22.040Z,South of the Fiji Islands,earthquake,11.3,5.3,0.119,21,reviewed,us,us
2020-02-08T01:25:24.077Z,-21.6728,-179.2305,580.8,4.6,mb,,68,4.67,1.05,us,us70007lcg,2020-02-08T01:42:22.040Z,"125km SSW of Ndoi Island, Fiji",earthquake,12.7,9.2,0.041,177,reviewed,us,us
2020-02-08T01:01:50.326Z,30.102,80.0632,48.24,4.7,mb,,147,6.775,1.15,us,us70007lc7,2020-02-08T13:23:49.503Z,"39km NE of Bageshwar, India",earthquake,11.9,7.6,0.086,41,reviewed,us,us
2020-02-07T21:37:11.945Z,-55.1558,158.9186,10,4.8,mb,,107,10.253,0.47,us,us70007q4l,2020-02-15T03:44:43.040Z,"74km S of Macquarie Island, Australia",earthquake,12.3,1.4,0.135,17,reviewed,us,us
2020-02-07T18:52:50.598Z,-59.4161,-60.239,10,5.5,mww,,90,2.934,0.85,us,us70007l2h,2020-02-08T18:54:32.746Z,Drake Passage,earthquake,7.7,1.7,0.073,18,reviewed,us,us
2020-02-07T13:03:05.096Z,5.4273,126.2389,47.35,4.5,mb,,101,1.758,0.34,us,us70007ku6,2020-02-07T13:25:04.040Z,"85km SE of Caburan, Philippines",earthquake,8.1,8.3,0.097,31,reviewed,us,us
2020-02-07T10:38:03.213Z,-21.1536,-178.5635,551.41,4.5,mb,,115,4.657,1,us,us70007ksn,2020-02-07T11:12:16.040Z,"57km SSE of Ndoi Island, Fiji",earthquake,12.9,6.9,0.041,173,reviewed,us,us
2020-02-07T09:50:41.845Z,-13.3385,170.4153,627.2,4.6,mb,,67,8.411,1.09,us,us70007ks3,2020-02-07T10:23:08.040Z,Vanuatu region,earthquake,9.1,7.4,0.038,210,reviewed,us,us
2020-02-07T08:20:15.321Z,-50.1426,161.8206,10,4.7,mb,,127,5.138,0.81,us,us70007kqx,2020-02-26T12:55:24.040Z,North of Macquarie Island,earthquake,13.3,2,0.184,9,reviewed,us,us
2020-02-07T04:48:33.857Z,17.7549,40.1177,10,4.6,mb,,119,7.638,1.37,us,us70007kp0,2020-02-07T05:15:47.040Z,"182km SW of Al Qunfidhah, Saudi Arabia",earthquake,10.1,1.9,0.097,32,reviewed,us,us
2020-02-07T03:50:42.772Z,-2.7488,138.2257,63.27,5,mb,,100,5.972,1.13,us,us70007kn2,2020-02-07T04:07:37.040Z,"245km ENE of Enarotali, Indonesia",earthquake,10.7,7.5,0.076,55,reviewed,us,us
2020-02-07T03:46:58.993Z,19.19,144.8328,575.96,4.9,mb,,100,4.032,0.8,us,us70007kn1,2020-02-07T04:01:56.040Z,"99km WNW of Agrihan, Northern Mariana Islands",earthquake,11.8,8.2,0.119,22,reviewed,us,us
2020-02-07T03:11:46.748Z,35.0413,26.5134,10,4.7,mb,,65,0.731,0.98,us,us70007kmm,2020-02-07T03:38:30.040Z,"29km SE of Palaikastron, Greece",earthquake,4.9,1.9,0.054,104,reviewed,us,us
2020-02-07T02:03:37.274Z,5.388,126.4086,57.35,4.6,mb,,116,1.863,0.78,us,us70007klk,2020-02-13T13:34:14.536Z,"103km SE of Caburan, Philippines",earthquake,10.1,9.5,0.152,13,reviewed,us,us
2020-02-07T01:43:59.184Z,-24.5128,-177.325,111.61,4.6,mb,,132,4.744,1.23,us,us70007q3y,2020-02-15T00:13:40.040Z,South of the Fiji Islands,earthquake,9.7,7.9,0.165,11,reviewed,us,us
2020-02-07T00:12:40.716Z,48.7584,125.2579,10,4.5,mb,,96,3.667,0.45,us,us70007kkc,2020-02-07T01:13:52.040Z,"43km NE of Nehe, China",earthquake,9.5,1.9,0.047,134,reviewed,us,us
2020-02-06T21:10:53.862Z,16.707,-60.9801,28.75,4.6,mb,,114,0.4,0.81,us,us70007k89,2020-02-09T03:53:44.040Z,"45km NNE of Grande Anse, Guadeloupe",earthquake,4.7,6.1,0.157,12,reviewed,us,us
2020-02-06T21:06:31.559Z,-9.6665,117.6614,35,4.9,mb,,53,3.664,1.36,us,us70007k7i,2020-02-09T03:43:18.493Z,"96km S of Pisangkemeng, Indonesia",earthquake,7.8,1.7,0.063,79,reviewed,us,us
2020-02-06T20:08:37.585Z,-55.9133,-27.6686,58.76,4.6,mb,,124,5.321,0.55,us,us70007q1p,2020-02-19T20:38:58.040Z,"92km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,14.1,7.4,0.157,12,reviewed,us,us
2020-02-06T18:27:20.108Z,5.5033,126.4491,35,4.7,mb,,114,1.78,1.2,us,us70007k53,2020-02-21T00:56:07.040Z,"99km SSE of Pondaguitan, Philippines",earthquake,7.4,1.8,0.073,57,reviewed,us,us
2020-02-06T16:32:51.513Z,1.4567,128.1519,20.89,4.5,mb,,104,1.038,0.53,us,us70007k13,2020-02-07T16:09:06.040Z,"33km SSE of Tobelo, Indonesia",earthquake,5,3.8,0.11,27,reviewed,us,us
2020-02-06T14:20:46.723Z,5.307,126.1732,79.74,4.8,mb,,138,1.848,0.72,us,us70007jz3,2020-02-06T15:41:16.040Z,"79km E of Sarangani, Philippines",earthquake,11.2,9.4,0.125,20,reviewed,us,us
2020-02-06T13:40:09.255Z,5.469,126.494,43.64,6,mww,,38,1.832,1.31,us,us70007jwn,2020-02-07T13:44:22.029Z,"104km SSE of Pondaguitan, Philippines",earthquake,6.8,5.4,0.056,31,reviewed,us,us
2020-02-06T12:00:54.904Z,-17.91,-179.1241,604.33,4.5,mb,,81,2.694,0.75,us,us70007jvs,2020-02-13T07:34:12.040Z,"229km SE of Lambasa, Fiji",earthquake,11.7,6.8,0.078,48,reviewed,us,us
2020-02-06T11:19:56.488Z,36.3667,141.8412,10,5.3,mww,,51,2.933,0.94,us,us70007juj,2020-02-07T15:21:07.861Z,"107km ESE of Takahagi, Japan",earthquake,7,1.8,0.08,15,reviewed,us,us
2020-02-06T10:20:29.981Z,-32.1828,-179.0085,11.15,5.1,mb,,71,3.072,1.49,us,us70007jtr,2020-02-06T10:46:43.040Z,"83km S of L'Esperance Rock, New Zealand",earthquake,9.3,3.8,0.066,75,reviewed,us,us
2020-02-06T09:24:16.942Z,39.2464,21.4918,10,5.2,mb,,24,1.392,1.01,us,us70007jsv,2020-02-06T10:09:01.231Z,"21km W of Neochorion, Greece",earthquake,5.7,1.8,0.072,64,reviewed,us,us
2020-02-06T07:10:54.370Z,-2.8517,139.1381,35,4.9,mb,,55,6.88,0.85,us,us70007jq8,2020-02-26T12:14:17.040Z,"162km W of Abepura, Indonesia",earthquake,9.2,2,0.074,57,reviewed,us,us
2020-02-05T23:17:58.554Z,18.6164,145.6374,189.6,4.5,mb,,106,3.359,0.92,us,us70007jjq,2020-02-26T01:27:38.040Z,"16km S of Agrihan, Northern Mariana Islands",earthquake,10.5,7.6,0.069,61,reviewed,us,us
2020-02-05T20:47:08.396Z,7.3359,73.6458,10,4.5,mb,,60,0.724,0.82,us,us70007jey,2020-02-19T16:06:20.829Z,"78km NE of Dhidhdhoo, Maldives",earthquake,5,1.6,0.097,31,reviewed,us,us
2020-02-05T19:23:01.526Z,20.0808,121.4611,35,4.5,mb,,112,2.746,0.8,us,us70007jdt,2020-02-19T16:04:00.040Z,"51km WSW of Sabtang, Philippines",earthquake,4.1,2,0.073,54,reviewed,us,us
2020-02-05T18:34:38.219Z,-6.2187,113.1164,592.59,4.5,mb,,63,2.461,0.82,us,us70007pfr,2020-02-19T17:43:38.040Z,"98km NE of Kemeduran, Indonesia",earthquake,12.1,7.8,0.106,26,reviewed,us,us
2020-02-05T18:12:37.734Z,-6.0817,113.0778,592.42,6.2,mww,,31,5.479,1.04,us,us70007j6z,2020-02-19T16:07:58.062Z,"108km NNE of Krajan Pangkah Kulon, Indonesia",earthquake,8.3,4.2,0.041,58,reviewed,us,us
2020-02-05T13:54:20.532Z,10.9808,-86.5492,35.28,4.7,mb,,155,1.16,0.61,us,us70007j19,2020-02-26T11:58:48.040Z,"80km WSW of San Juan del Sur, Nicaragua",earthquake,7,10.2,0.087,40,reviewed,us,us
2020-02-05T12:36:44.361Z,10.5063,-86.8844,10,4.8,mb,,141,1.366,0.95,us,us70007j0k,2020-02-05T22:23:58.223Z,"135km W of Sardinal, Costa Rica",earthquake,4.5,1.9,0.029,379,reviewed,us,us
2020-02-05T12:17:05.474Z,-54.5501,158.7685,10,5.6,mww,,91,9.791,0.85,us,us70007j07,2020-02-06T12:18:47.453Z,"13km WSW of Macquarie Island, Australia",earthquake,10.4,1.9,0.08,15,reviewed,us,us
2020-02-05T11:24:22.551Z,-4.9489,152.9781,18.73,4.5,mb,,153,1.107,0.44,us,us70007izm,2020-02-05T11:43:58.040Z,"53km S of Taron, Papua New Guinea",earthquake,9.4,6,0.115,22,reviewed,us,us
2020-02-05T10:43:06.811Z,19.8526,-109.3786,10,5.1,mww,,223,3.85,0.88,us,us70007iz7,2020-02-06T18:06:32.040Z,"206km NE of Socorro Island, Mexico",earthquake,9.9,2,0.08,15,reviewed,us,us
2020-02-05T07:57:20.033Z,-4.4737,-77.4564,10,5.1,mb,,138,2.684,1.01,us,us70007ixw,2020-02-05T15:38:27.504Z,"92km WNW of Barranca, Peru",earthquake,8.2,1.9,0.029,374,reviewed,us,us
2020-02-05T02:50:52.047Z,29.3724,142.4885,10,4.5,mb,,134,2.284,0.56,us,us70007iut,2020-02-22T06:40:30.040Z,"255km N of Chichi-shima, Japan",earthquake,10,1.9,0.109,25,reviewed,us,us
2020-02-05T01:51:45.431Z,-5.8126,-80.7451,42.07,5,mb,,52,2.68,0.77,us,us70007iu1,2020-02-26T00:30:22.935Z,"29km SSE of Sechura, Peru",earthquake,6.6,3.2,0.05,126,reviewed,us,us
2020-02-05T01:00:49.970Z,43.3158,146.1061,61.28,4.7,mb,,135,2.67,0.58,us,us70007itc,2020-02-22T02:50:06.040Z,"43km E of Nemuro, Japan",earthquake,9,5.7,0.072,58,reviewed,us,us
2020-02-04T22:22:42.333Z,-5.6659,133.5171,18.79,4.5,mb,,115,3.007,0.89,us,us70007pew,2020-02-20T02:49:30.040Z,"78km W of Dobo, Indonesia",earthquake,5.9,6.1,0.131,17,reviewed,us,us
2020-02-04T22:17:45.469Z,52.0218,178.3938,117.61,4.9,mww,,53,0.091,0.92,us,us70007imy,2020-02-20T22:27:48.548Z,"11km NW of Little Sitkin Island, Alaska",earthquake,6.7,3.7,0.043,51,reviewed,us,us
2020-02-04T20:35:40.401Z,-22.8993,-68.2463,129.51,4.5,mb,,43,0.081,1.18,us,us70007iiu,2020-02-06T22:18:27.040Z,"3km WNW of San Pedro de Atacama, Chile",earthquake,8.7,9.1,0.145,15,reviewed,us,us
2020-02-04T20:32:55.155Z,36.582,71.2396,127.44,4.9,mb,,57,0.76,0.83,us,us70007iiq,2020-02-06T22:17:05.040Z,"28km WSW of Ashkasham, Afghanistan",earthquake,4.8,6.6,0.04,197,reviewed,us,us
2020-02-04T17:55:24.088Z,39.0338,27.9044,4.54,4.9,mb,,40,0.605,0.78,us,us60007pkf,2020-02-06T18:10:11.408Z,"13km NNE of Akhisar, Turkey",earthquake,4,4.2,0.048,136,reviewed,us,us
2020-02-04T16:47:10.864Z,38.9976,27.9416,10,4.5,mb,,32,0.698,1.04,us,us60007phg,2020-02-16T19:11:48.768Z,"12km NE of Akhisar, Turkey",earthquake,4.7,1.9,0.105,27,reviewed,us,us
2020-02-04T15:47:12.160Z,-9.0299,157.9045,10,5.1,mb,,47,2.057,0.93,us,us60007pgq,2020-02-16T15:13:57.040Z,"155km SE of Gizo, Solomon Islands",earthquake,4.8,1.9,0.072,63,reviewed,us,us
2020-02-04T15:46:34.050Z,-9.0223,158.0414,10,4.6,mb,,84,1.926,0.28,us,us70007pei,2020-02-16T15:10:12.040Z,"153km SW of Dadali, Solomon Islands",earthquake,10.8,1.9,0.151,21,reviewed,us,us
2020-02-04T15:00:09.709Z,-17.8285,-174.5635,92.04,4.9,mb,,74,4.572,0.92,us,us60007pfh,2020-02-13T22:00:19.040Z,"109km NW of Neiafu, Tonga",earthquake,9.9,4.2,0.122,26,reviewed,us,us
2020-02-04T14:49:38.591Z,-2.9566,130.3296,27.97,4.8,mb,,57,1.917,0.77,us,us60007pek,2020-02-13T21:00:55.040Z,"162km ENE of Amahai, Indonesia",earthquake,4.4,4.8,0.083,45,reviewed,us,us
2020-02-04T14:47:12.238Z,-12.1254,166.6161,87.14,4.7,mb,,181,9.892,0.49,us,us70007peg,2020-02-13T20:55:21.040Z,"177km SSE of Lata, Solomon Islands",earthquake,16,7.8,0.276,7,reviewed,us,us
2020-02-04T14:45:55.720Z,17.8388,-66.8751,7,5,ml,17,239,0.1364,0.19,pr,pr2020035028,2020-02-13T20:15:45.040Z,"20km SSE of Guanica, Puerto Rico",earthquake,1.05,1.24,0,0,reviewed,pr,pr
2020-02-04T13:19:23.399Z,-29.7192,-177.4813,30.82,5.1,mb,,106,0.612,0.47,us,us60007pct,2020-02-13T14:36:08.040Z,"64km SE of Raoul Island, New Zealand",earthquake,9.2,5.5,0.083,49,reviewed,us,us
2020-02-04T13:02:45.052Z,-33.2533,-179.0956,35,4.5,mb,,123,4.118,0.96,us,us70007pee,2020-02-13T14:30:37.040Z,"202km S of L'Esperance Rock, New Zealand",earthquake,12.2,1.8,0.171,13,reviewed,us,us
2020-02-04T10:41:01.514Z,-2.9415,140.5503,35,4.8,mb,,52,6.867,1.12,us,us60007p9r,2020-02-04T11:17:48.040Z,"34km S of Abepura, Indonesia",earthquake,5.7,1.9,0.097,33,reviewed,us,us
2020-02-04T09:47:22.697Z,-37.645,176.5332,282.07,5.2,mb,,46,0.822,1.38,us,us60007p8t,2020-02-05T09:49:15.816Z,"15km NNE of Maketu, New Zealand",earthquake,8.4,6,0.096,36,reviewed,us,us
2020-02-04T08:40:11.138Z,-22.531,-179.1205,545.09,4.6,mb,,140,5.451,0.93,us,us60007p7z,2020-02-04T09:16:18.040Z,"212km SSW of Ndoi Island, Fiji",earthquake,11.4,7.3,0.101,29,reviewed,us,us
2020-02-04T03:55:01.115Z,-3.3901,139.1425,43.89,4.7,mb,,203,6.899,0.46,us,us60007p43,2020-02-04T04:12:04.040Z,"180km WSW of Abepura, Indonesia",earthquake,12.2,7.7,0.129,18,reviewed,us,us
2020-02-04T00:10:56.440Z,19.3141,-68.5781,12,4.5,ml,16,281,1.4394,0.88,pr,pr2020035000,2020-02-11T05:23:52.040Z,"38km NNE of Punta Cana, Dominican Republic",earthquake,4.39,31.61,0.51,8,reviewed,pr,pr
2020-02-03T21:44:57.521Z,15.7307,119.2637,10,4.5,mb,,111,7.255,1,us,us70007nv4,2020-02-19T05:34:46.040Z,"59km WSW of Ilioilio, Philippines",earthquake,9.9,1.9,0.074,53,reviewed,us,us
2020-02-03T21:16:47.549Z,-9.3678,114.0841,60.72,4.6,mb,,111,0.894,0.59,us,us70007nv2,2020-02-13T04:07:06.040Z,"86km S of Sidorukun, Indonesia",earthquake,8.2,7.9,0.096,32,reviewed,us,us
2020-02-03T17:02:57.019Z,23.5082,121.5276,31.25,4.9,mb,,94,0.241,1.36,us,us60007njx,2020-02-08T13:10:06.156Z,"52km S of Hualian, Taiwan",earthquake,4.5,5.9,0.058,94,reviewed,us,us
2020-02-03T16:47:58.196Z,24.1551,142.906,33.95,4.5,mb,,102,9.33,0.51,us,us70007nuu,2020-02-12T17:55:44.040Z,"173km ESE of Iwo Jima, Japan",earthquake,14,6.1,0.139,18,reviewed,us,us
